,R&D Spend,Administration,Marketing Spend,State,Profit
502,90555.0,123830.6705,243505.15899999999,California,126393.2542
503,19468.0,113332.2185,106342.5983,Florida,65664.24355
504,100506.0,125300.2795,262705.6406,New York,134894.3077
505,72494.0,121163.3397,208656.4101,California,110963.8978
506,63372.0,119816.1612,191055.4862,Florida,103171.0519
507,41878.0,116641.8294,149582.7545,California,84808.91317
508,105962.0,126106.0464,273233.0075,Florida,139555.3214
509,23028.0,113857.9755,113211.6281,California,68705.52083
510,55229.0,118613.5659,175343.5455,Florida,96214.55727
511,57839.0,118999.0226,180379.5476,New York,98444.25774
512,112421.0,127059.94099999999,285695.6657,California,145073.1894
513,104830.0,125938.8675,271048.8105,New York,138588.2636
514,105004.0,125964.5646,271384.5439,Florida,138736.9103
515,33474.0,115400.6884,133367.2136,New York,77629.44849
516,101381.0,125429.5035,264393.9555,California,135641.8126
517,49895.0,117825.8165,165051.5779,New York,91657.76709
518,140901.0,131265.9971,340647.9035,Florida,169403.4076
519,99011.0,125079.4911,259821.0341,Florida,133617.1421
520,25140.0,114169.8853,117286.7378,New York,70509.78421
521,88069.0,123463.5267,238708.4152,California,124269.4859
522,5954.0,111336.4094,80267.29844,Florida,54119.34996
523,146657.0,132116.0694,351754.1212,New York,174320.7087
524,120300.0,128223.5476,300898.2177,Florida,151804.1511
525,153919.0,133188.5546,365766.17,New York,180524.5727
526,6952.0,111483.7986,82192.94216,Florida,54971.93275
527,24538.0,114080.9792,116125.1772,New York,69995.5008
528,33718.0,115436.7234,133838.0123,California,77837.89559
529,60311.0,119364.0988,185149.2784,Florida,100556.06599999999
530,158104.0,133806.6145,373841.1389,California,184099.7821
531,120265.0,128218.3786,300830.6851,New York,151774.2509
532,122843.0,128599.1094,305804.9431,Florida,153976.614
533,156926.0,133632.6421,371568.1847,California,183093.4268
534,50112.0,117857.864,165470.28,New York,91843.14832000001
535,12068.0,112239.3528,92064.27812999999,California,59342.48741
536,78098.0,121990.964,219469.3435,California,115751.3466
537,69762.0,120759.8655,203385.0087,Florida,108629.9738
538,156672.0,133595.1302,371078.091,California,182876.4368
539,110066.0,126712.1438,281151.6868,New York,143061.3332
540,149352.0,132514.0793,356954.131,California,176623.02399999998
541,123926.0,128759.0518,307894.5946,New York,154901.8116
542,155584.0,133434.4494,368978.7921,Florida,181946.9678
543,59551.0,119251.8585,183682.8563,California,99906.80457000001
544,32892.0,115314.73599999999,132244.24300000002,New York,77132.25091
545,148355.0,132366.8378,355030.4168,California,175771.2955
546,34087.0,115491.219,134549.9988,New York,78153.1291
547,9153.0,111808.8523,86439.77767000001,California,56852.22806
548,141090.0,131293.9095,341012.5795,Florida,169564.8687
549,30917.0,115023.05900000001,128433.4751,New York,75445.02546
550,116032.0,127593.2299,292663.1,Florida,148158.0355
551,111403.0,126909.5981,283731.4319,New York,144203.5207
552,109089.0,126567.856,279266.5626,California,142226.6905
553,147916.0,132302.0043,354183.3651,Florida,175396.2616
554,80883.0,122402.2655,224843.0086,New York,118130.5481
555,69933.0,120785.1196,203714.9537,California,108776.0576
556,68302.0,120544.2461,200567.9347,Florida,107382.7084
557,83794.0,122832.1752,230459.79100000003,California,120617.3903
558,118649.0,127979.7204,297712.6087,Florida,150393.716
559,66766.0,120317.4026,197604.2185,California,106070.5168
560,130880.0,129786.0502,321312.3566,Florida,160842.5538
561,114090.0,127306.4265,288916.0057,New York,146499.0017
562,56983.0,118872.6046,178727.8933,California,97712.98432999999
563,90073.0,123759.4865,242575.1387,New York,125981.4858
564,26750.0,114407.6574,120393.2372,Florida,71885.19331
565,94859.0,124466.3048,251809.7387,New York,130070.1243
566,64520.0,119985.7031,193270.5554,California,104151.7784
567,66882.0,120334.534,197828.0408,New York,106169.6146
568,114904.0,127426.6417,290486.62100000004,Florida,147194.3948
569,108270.0,126446.9024,277686.2998,Florida,141527.0259
570,76026.0,121684.9616,215471.4138,New York,113981.2549
571,158668.0,133889.9086,374929.3785,California,184581.6024
572,5885.0,111326.2192,80134.16275,Florida,54060.403860000006
573,32007.0,115184.0351,130536.6331,New York,76376.20305
574,58843.0,119147.2979,182316.7684,Florida,99301.96628
575,57863.0,119002.567,180425.8557,New York,98464.76074
576,146290.0,132061.8692,351045.9937,Florida,174007.1838
577,92831.0,124166.8005,247896.7072,New York,128337.6214
578,149026.0,132465.9341,356325.1131,California,176344.525
579,68638.0,120593.8681,201216.2476,Florida,107669.7503
580,48519.0,117622.6025,162396.5822,California,90482.26217
581,35910.0,115760.448,138067.4822,New York,79710.50227000001
582,41614.0,116602.8407,149073.3658,Florida,84583.38025
583,137713.0,130795.1787,334496.6487,California,166679.9267
584,29287.0,114782.3332,125288.3857,New York,74052.53052
585,94648.0,124435.1434,251402.6136,California,129889.8688
586,41578.0,116597.524,149003.9037,California,84552.62576
587,96008.0,124635.9944,254026.7374,Florida,131051.7051
588,78630.0,122069.5322,220495.8389,California,116205.8296
589,19242.0,113298.8418,105906.5307,New York,65471.1737
590,92507.0,124118.9507,247271.5483,California,128060.83099999999
591,92171.0,124069.3287,246623.2354,New York,127773.7891
592,70074.0,120805.9431,203987.0135,Florida,108896.5127
593,149598.0,132550.4097,357428.7887,California,176833.1797
594,6975.0,111487.1954,82237.32072999999,New York,54991.58145
595,155563.0,133431.3481,368938.2725,California,181929.0277
596,63024.0,119764.76699999999,190384.0193,California,102873.7585
597,9960.0,111928.0338,87996.88638,Florida,57541.6412
598,19291.0,113306.0783,106001.0764,New York,65513.03397999999
599,132449.0,130017.7672,324339.7464,Florida,162182.9369
600,3089.0,110913.2932,74739.27311000001,New York,51671.80519
601,104168.0,125841.1003,269771.4796,California,138022.7227
602,153606.0,133142.3294,365162.2357,Florida,180257.1795
603,13316.0,112423.6631,94472.29754,New York,60408.643039999995
604,151611.0,132847.6987,361312.8777,California,178552.8682
605,155716.0,133453.9438,369233.4864,Florida,182059.7343
606,76520.0,121757.9178,216424.5881,California,114403.2748
607,42221.0,116692.4852,150244.574,Florida,85101.93511
608,126483.0,129136.6812,312828.3331,California,157086.2346
609,118217.0,127915.9207,296879.0635,Florida,150024.6621
610,91556.0,123978.5027,245436.5912,New York,127248.3999
611,123093.0,128636.0305,306287.3188,California,154190.1869
612,90163.0,123772.7781,242748.7939,New York,126058.37199999999
613,104391.0,125874.034,270201.7588,Florida,138213.2296
614,61243.0,119501.7408,186947.5749,New York,101352.2656
615,60782.0,119433.6582,186058.0742,California,100958.4372
616,16787.0,112936.2762,101169.6015,New York,63373.88839
617,152746.0,133015.3207,363502.8633,Florida,179522.4889
618,159000.0,133938.9399,375569.9734,Florida,184865.2271
619,62726.0,119720.757,189809.0275,New York,102619.1797
620,148420.0,132376.4373,355155.8345,California,175826.8244
621,135886.0,130525.3591,330971.4473,Florida,165119.1364
622,99774.0,125192.1744,261293.2446,New York,134268.9664
623,14367.0,112578.8796,96500.20491,Florida,61306.50327000001
624,136326.0,130590.3403,331820.4285,New York,165495.0246
625,33519.0,115407.3342,133454.0412,Florida,77667.8916
626,122931.0,128612.1056,305974.7394,New York,154051.7917
627,73289.0,121280.74900000001,210190.3648,California,111643.0594
628,67289.0,120394.6416,198613.3484,Florida,106517.3112
629,22876.0,113835.5275,112918.3436,California,68575.66854
630,125112.0,128934.2057,310182.9848,New York,155915.0011
631,88568.0,123537.2213,239671.237,Florida,124695.7773
632,144841.0,131847.8743,348250.1442,California,172769.3156
633,159238.0,133974.0888,376029.195,New York,185068.5485
634,127074.0,129223.9628,313968.6692,California,157591.1208
635,67697.0,120454.8969,199400.5855,California,106865.8621
636,65307.0,120101.9308,194789.074,Florida,104824.1057
637,84231.0,122896.7134,231302.9837,California,120990.7156
638,8882.0,111768.8298,85916.88243,New York,56620.7151
639,129441.0,129573.5321,318535.8022,California,159613.2285
640,148278.0,132355.4661,354881.8451,New York,175705.515
641,58228.0,119056.4719,181130.1242,Florida,98776.57708999999
642,136903.0,130675.5543,332933.7515,California,165987.9507
643,4187.0,111075.4508,76857.86711,New York,52609.81711
644,80546.0,122352.4958,224192.7661,California,117842.6519
645,36302.0,115818.3403,138823.8473,New York,80045.38449
646,36327.0,115822.0324,138872.0849,California,80066.74177000001
647,103813.0,125788.6723,269086.5062,Florida,137719.4492
648,117577.0,127821.4025,295644.1818,New York,149477.9157
649,154222.0,133233.3031,366350.8093,Florida,180783.423
650,63645.0,119856.4791,191582.2405,New York,103404.2734
651,45968.0,117245.8592,157474.4207,California,88302.96488
652,60822.0,119439.5656,186135.2543,Florida,100992.6089
653,107750.0,126370.1064,276682.9584,New York,141082.7944
654,109510.0,126630.0312,280078.8832,California,142586.3472
655,147647.0,132262.2771,353664.3289,Florida,175166.4572
656,9316.0,111832.9249,86754.28662,California,56991.47755
657,70319.0,120842.1258,204459.7417,Florida,109105.8141
658,138525.0,130915.0986,336063.405,California,167373.6113
659,122434.0,128538.7064,305015.7765,Florida,153627.2089
660,91086.0,123909.091,244529.7249,New York,126846.883
661,32205.0,115213.2767,130918.6746,California,76545.35274
662,18989.0,113261.4776,105418.3665,New York,65255.037979999994
663,143683.0,131676.8555,346015.7801,Florida,171780.0462
664,81836.0,122543.0089,226681.8247,New York,118944.6878
665,139592.0,131072.678,338122.1844,California,168285.1402
666,54073.0,118442.8425,173113.0403,New York,95226.99644
667,11977.0,112225.9135,91888.69339,Florida,59264.746889999995
668,133956.0,130240.3279,327247.507,Florida,163470.354
669,133110.0,130115.3867,325615.1477,New York,162747.6235
670,9063.0,111795.5607,86266.12242999999,California,56775.34184
671,36025.0,115777.4317,138289.3751,Florida,79808.74578
672,40178.0,116390.7656,146302.5999,New York,83356.61783999999
673,29814.0,114860.1629,126305.2336,Florida,74502.74207000001
674,113466.0,127214.2713,287711.99600000004,New York,145965.9238
675,12585.0,112315.7057,93061.83105,Florida,59784.156039999994
676,99265.0,125117.00300000001,260311.1278,New York,133834.1321
677,26554.0,114378.7113,120015.0547,California,71717.75221
678,49642.0,117788.4523,164563.4137,Florida,91441.63137999999
679,135489.0,130466.7283,330205.4347,California,164779.9827
680,57784.0,118990.8999,180273.425,New York,98397.27172
681,50884.0,117971.8765,166959.8561,Florida,92502.66126000001
682,102170.0,125546.0266,265916.3332,California,136315.8485
683,36011.0,115775.3641,138262.362,New York,79796.7857
684,112108.0,127013.7157,285091.7313,California,144805.7962
685,52981.0,118281.571,171006.0234,California,94294.11026
686,60350.0,119369.8585,185224.52899999998,Florida,100589.3834
687,38385.0,116125.9672,142843.0015,California,81824.87341
688,18632.0,113208.7542,104729.5341,New York,64950.055960000005
689,75431.0,121597.0893,214323.3597,California,113472.9515
690,79191.0,122152.3832,221578.2899,New York,116685.0871
691,76485.0,121752.7488,216357.0555,Florida,114373.3746
692,58814.0,119143.015,182260.8128,California,99277.19183
693,71364.0,120996.4562,206476.0721,New York,109998.5485
694,88650.0,123549.3314,239829.4563,California,124765.8292
695,133587.0,130185.8323,326535.5205,California,163155.1205
696,112125.0,127016.2263,285124.5329,Florida,144820.3191
697,106384.0,126168.3693,274047.2577,New York,139915.8323
698,1681.0,110705.3533,72022.53327,Florida,50468.96294
699,50720.0,117947.6562,166643.4177,New York,92362.55747999999
700,128215.0,129392.4708,316170.2318,California,158565.8673
701,35274.0,115666.5206,136840.3185,Florida,79167.17296
702,64229.0,119942.7269,192709.0701,New York,103903.1796
703,57750.0,118985.8787,180207.8219,California,98368.22581
704,155883.0,133478.6071,369555.7134,Florida,182202.4009
705,24815.0,114121.8878,116659.6494,California,70232.13951000001
706,5210.0,111226.5321,78831.74841,Florida,53483.75718
707,83476.0,122785.2115,229846.2091,California,120345.7256
708,110481.0,126773.4329,281952.4304,Florida,143415.8641
709,9079.0,111797.9237,86296.99447,New York,56789.0105
710,72359.0,121143.4023,208395.9273,California,110848.5685
711,111501.0,126924.0712,283920.5232,New York,144287.2413
712,48082.0,117558.0644,161553.3895,Florida,90108.93684
713,42770.0,116773.564,151303.87099999998,New York,85570.94107999999
714,58265.0,119061.9362,181201.5158,California,98808.18587
715,15132.0,112691.8583,97976.2745,New York,61960.03617000001
716,92114.0,124060.9107,246513.2537,Florida,127725.0945
717,24874.0,114130.6012,116773.4901,Florida,70282.5427
718,129228.0,129542.0753,318124.8181,New York,159431.2644
719,2296.0,110796.1793,73209.17745,California,50994.35213
720,40501.0,116438.4678,146925.8293,Florida,83632.55396
721,46177.0,117276.7253,157877.6868,New York,88481.51178
722,139729.0,131092.9108,338386.5263,Florida,168402.1781
723,45282.0,117144.5476,156150.7818,New York,87716.921
724,145719.0,131977.5413,349944.2476,Florida,173519.3834
725,150394.0,132667.9666,358964.6729,New York,177513.1956
726,154778.0,133315.4157,367423.6129,California,181258.40899999999
727,82971.0,122710.6308,228871.8103,Florida,119914.3085
728,120814.0,128299.4574,301889.9821,California,152243.2568
729,109821.0,126675.9611,280678.9586,New York,142852.0318
730,149129.0,132481.1456,356523.8519,Florida,176432.517
731,135073.0,130405.2915,329402.7615,California,164424.5975
732,9628.0,111879.0025,87356.29147000001,New York,57258.01646
733,150311.0,132655.7088,358804.5242,California,177442.2894
734,117241.0,127771.7805,294995.8688,California,149190.8738
735,95584.0,124573.3761,253208.6282,Florida,130689.4855
736,69018.0,120649.9882,201949.4587,California,107994.381
737,72838.0,121214.1432,209320.1591,New York,111257.774
738,87391.0,123363.3966,237400.2123,California,123690.2763
739,133567.0,130182.8786,326496.9304,New York,163138.0347
740,49559.0,117776.1945,164403.265,Florida,91370.72519
741,137973.0,130833.5767,334998.3195,California,166902.0425
742,7736.0,111599.5833,83705.6723,New York,55641.69719
743,10707.0,112038.3541,89438.22492000001,California,58179.79685
744,125850.0,129043.1969,311606.9579,New York,156545.4682
745,65352.0,120108.5766,194875.9016,California,104862.5488
746,154992.0,133347.0202,367836.5264,Florida,181441.2273
747,135611.0,130484.7458,330440.834,New York,164884.2062
748,98169.0,124955.1407,258196.3928,Florida,132897.8287
749,38099.0,116083.7295,142291.1637,New York,81580.54608
750,91798.0,124014.2424,245903.5309,California,127455.1384
751,78442.0,122041.7675,220133.0924,Florida,116045.2229
752,131802.0,129922.2153,323091.3581,New York,161630.2104
753,107178.0,126285.6308,275579.2829,California,140594.1397
754,2626.0,110844.9152,73845.91335,Florida,51276.268280000004
755,84533.0,122941.3141,231885.6935,California,121248.7116
756,19707.0,113367.5151,106803.7495,Florida,65868.41919
757,13123.0,112395.16,94099.90352,California,60243.7648
758,3797.0,111017.8538,76105.36105,Florida,52276.64348
759,132703.0,130055.2791,324829.8401,New York,162399.9269
760,22449.0,113772.4662,112094.446,California,68210.88613
761,83026.0,122718.7535,228977.9329,New York,119961.2945
762,27654.0,114541.1643,122137.5077,Florida,72657.47271
763,156793.0,133613.0001,371311.5609,New York,182979.8061
764,73771.0,121351.9329,211120.3851,California,112054.8279
765,29469.0,114809.2117,125639.5552,New York,74208.01155
766,134963.0,130389.0462,329190.5162,Florida,164330.6254
767,146580.0,132104.6977,351605.5495,Florida,174254.9283
768,82465.0,122635.9024,227895.4819,New York,119482.037
769,80306.0,122317.0515,223729.6855,California,117637.62199999999
770,130189.0,129684.0001,319979.0702,Florida,160252.2384
771,120735.0,128287.7904,301737.5514,New York,152175.7678
772,67191.0,120380.1685,198424.2572,Florida,106433.5906
773,83593.0,122802.4906,230071.961,New York,120445.6777
774,108131.0,126426.3742,277418.099,Florida,141408.2794
775,3574.0,110984.9202,75675.08194,New York,52086.1365
776,98311.0,124976.1119,258470.3821,California,133019.1381
777,145072.0,131881.9894,348695.8593,Florida,172966.6569
778,133439.0,130163.975,326249.9541,California,163028.6854
779,70521.0,120871.9581,204849.5013,New York,109278.3809
780,111317.0,126896.8972,283565.4947,Florida,144130.0517
781,106821.0,126232.9075,274890.4504,California,140289.1577
782,107973.0,126403.0401,277113.2375,New York,141273.3013
783,10488.0,112006.0112,89015.66382,California,57992.70704
784,90061.0,123757.7143,242551.9846,California,125971.2343
785,83918.0,122850.4881,230699.0493,Florida,120723.3224
786,93580.0,124277.4163,249341.9047,California,128977.4856
787,18947.0,113255.2749,105337.3274,New York,65219.15775
788,60133.0,119337.8109,184805.8269,California,100404.0021
789,150860.0,132736.7876,359863.8212,New York,177911.2954
790,103957.0,125809.9389,269364.3546,Florida,137842.4672
791,92330.0,124092.8106,246930.0263,California,127909.6214
792,123073.0,128633.0769,306248.7288,New York,154173.101
793,142001.0,131428.4501,342770.3565,California,170343.1281
794,12564.0,112312.6043,93021.31149,California,59766.21593
795,48789.0,117662.4774,162917.5479,Florida,90712.92083999999
796,51795.0,118106.4171,168717.6331,New York,93280.9207
797,44496.0,117028.4676,154634.1927,Florida,87045.44798
798,35278.0,115667.1113,136848.0365,New York,79170.59013
799,155044.0,133354.6998,367936.8606,California,181485.6505
800,146775.0,132133.4962,351981.8025,Florida,174421.5151
801,17432.0,113031.5328,102414.1308,New York,63924.90632
802,107612.0,126349.7259,276416.687,California,140964.9022
803,7214.0,111522.492,82698.47188,Florida,55195.75709
804,107501.0,126333.33300000001,276202.5122,California,140870.0758
805,141301.0,131325.0709,341419.7045,Florida,169745.1241
806,40281.0,116405.9772,146501.3387,California,83444.60985
807,159196.0,133967.886,375948.1559,Florida,185032.6682
808,139547.0,131066.0322,338035.3568,New York,168246.6971
809,125783.0,129033.302,311477.6812,California,156488.2307
810,121583.0,128413.0269,303373.7697,New York,152900.2069
811,138546.0,130918.2,336103.9245,Florida,167391.5514
812,133671.0,130198.2378,326697.5987,New York,163226.881
813,95277.0,124528.037,252616.2709,California,130427.2181
814,44700.0,117058.5952,155027.8112,New York,87219.72342000001
815,89471.0,123670.5804,241413.578,Florida,125467.2024
816,146162.0,132042.9656,350799.0173,Florida,173897.8345
817,109909.0,126688.9574,280848.7548,New York,142927.2094
818,31984.0,115180.6384,130492.2545,California,76356.55435
819,127797.0,129330.7387,315363.6997,Florida,158208.7735
820,21890.0,113689.9105,111015.854,New York,67733.33725
821,56547.0,118808.2141,177886.6301,Florida,97340.51329
822,142143.0,131449.4213,343044.3458,New York,170464.4375
823,83936.0,122853.1464,230733.7804,Florida,120738.6997
824,117801.0,127854.4839,296076.3904,New York,149669.2769
825,35679.0,115726.3328,137621.7671,California,79513.16096000001
826,139429.0,131048.6054,337807.6754,Florida,168145.8907
827,142144.0,131449.56900000002,343046.2753,California,170465.2918
828,89706.0,123705.2863,241867.0112,New York,125667.9609
829,17219.0,113000.0759,102003.1467,Florida,63742.94226
830,129179.0,129534.8387,318030.2724,California,159389.4041
831,27903.0,114577.9377,122617.9539,New York,72870.19126
832,88429.0,123516.6931,239403.0362,California,124577.0308
833,149794.0,132579.3559,357806.9712,California,177000.6208
834,137595.0,130777.752,334268.9674,Florida,166579.1203
835,110391.0,126760.1413,281778.7751,California,143338.9779
836,141217.0,131312.6654,341257.6263,New York,169673.3637
837,29605.0,114829.2968,125901.9675,California,74324.19518
838,158771.0,133905.1201,375128.1173,New York,184669.5944
839,101859.0,125500.0967,265316.2578,Florida,136050.1639
840,158592.0,133878.6846,374782.7363,California,184516.6762
841,53884.0,118414.9302,172748.3643,New York,95065.53537
842,142240.0,131463.7467,343231.5076,California,170547.3037
843,113736.0,127254.1462,288232.9618,New York,146196.5825
844,70598.0,120883.3298,204998.073,California,109344.1613
845,118793.0,128000.987,297990.4571,Florida,150516.734
846,7888.0,111622.0314,83998.95672,New York,55771.549479999994
847,45710.0,117207.7566,156976.609,Florida,88082.55771000001
848,71222.0,120975.485,206202.0827,New York,109877.2392
849,159477.0,134009.3854,376490.3462,California,185272.7241
850,46307.0,117295.9243,158128.5221,Florida,88592.56966000001
851,44151.0,116977.5164,153968.5142,New York,86750.71746
852,58725.0,119129.8711,182089.087,California,99201.1599
853,57267.0,118914.54699999999,179275.8721,Florida,97955.60308
854,135390.0,130452.1075,330014.4139,California,164695.4079
855,145733.0,131979.6089,349971.2607,Florida,173531.3435
856,71791.0,121059.5175,207299.9697,California,110363.33099999999
857,111381.0,126906.349,283688.9828,Florida,144184.7263
858,62904.0,119747.0449,190152.479,New York,102771.2435
859,45209.0,117133.7666,156009.9281,California,87654.55773
860,154595.0,133288.3894,367070.5139,New York,181102.0736
861,18651.0,113211.5602,104766.1946,Florida,64966.2875
862,153606.0,133142.3294,365162.2357,New York,180257.1795
863,107173.0,126284.8924,275569.6353,California,140589.8682
864,26618.0,114388.1631,120138.5429,New York,71772.42685
865,33472.0,115400.39300000001,133363.3546,Florida,77627.73991
866,2638.0,110846.6874,73869.06738,Florida,51286.51978
867,37255.0,115959.0837,140662.6634,New York,80859.52417
868,43391.0,116865.2761,152502.0922,California,86101.45602
869,97670.0,124881.4461,257233.5709,Florida,132471.5373
870,1634.0,110698.4122,71931.84664,New York,50428.811239999995
871,58986.0,119168.4168,182592.6873,Florida,99424.12995
872,56671.0,118826.52699999999,178125.8884,New York,97446.44542
873,105205.0,125994.2492,271772.374,Florida,138908.6228
874,116004.0,127589.0947,292609.07399999996,New York,148134.1153
875,128926.0,129497.4746,317542.1083,California,159173.2684
876,38859.0,116195.9697,143757.5858,Florida,82229.80752
877,60549.0,119399.2477,185608.5,California,100759.3874
878,75398.0,121592.2157,214259.6861,New York,113444.7599
879,15801.0,112790.6592,99267.11183,Florida,62531.557089999995
880,44574.0,117039.987,154784.6939,California,87112.08271
881,93601.0,124280.5176,249382.4243,New York,128995.4258
882,5404.0,111255.1829,79206.07194,California,53649.48971
883,64529.0,119987.0323,193287.9209,California,104159.46699999999
884,17495.0,113040.8369,102535.6895,Florida,63978.72667999999
885,138565.0,130921.006,336140.5851,California,167407.783
886,79095.0,122138.2055,221393.0577,New York,116603.0751
887,136431.0,130605.8471,332023.0262,California,165584.7252
888,46477.0,117321.0307,158456.5376,New York,88737.79918999999
889,121576.0,128411.9931,303360.2632,Florida,152894.2269
890,18421.0,113177.5928,104322.409,California,64769.800489999994
891,2682.0,110853.1856,73953.9655,New York,51324.1086
892,9405.0,111846.0688,86926.01236000001,California,57067.50947999999
893,20279.0,113451.9907,107907.4251,California,66357.07385
894,25990.0,114295.4172,118926.8152,Florida,71235.93187
895,137404.0,130749.5442,333900.4324,New York,166415.9507
896,9869.0,111914.5945,87821.30163,Florida,57463.90068
897,37191.0,115949.6319,140539.1752,New York,80804.84952
898,25600.0,114237.8202,118174.3091,California,70902.75824
899,129013.0,129510.3231,317709.975,Florida,159247.5918
900,74278.0,121426.80900000001,212098.643,New York,112487.9536
901,78694.0,122078.984,220619.3271,California,116260.5043
902,85315.0,123056.8034,233394.5647,Florida,121916.7675
903,131636.0,129897.6997,322771.0607,California,161488.39800000002
904,131599.0,129892.2354,322699.6691,Florida,161456.7893
905,148644.0,132409.5186,355588.0431,California,176018.1857
906,80987.0,122417.6247,225043.6768,Florida,118219.3944
907,100610.0,125315.6387,262906.3089,New York,134983.154
908,153748.0,133163.3006,365436.225,California,180378.4888
909,106158.0,126134.9926,273611.1901,New York,139722.7625
910,41374.0,116567.3964,148610.2852,Florida,84378.35032
911,152109.0,132921.2456,362273.7701,New York,178978.3053
912,57182.0,118901.9938,179111.8643,California,97882.98831
913,6906.0,111477.0051,82104.18504,New York,54932.63535
914,53981.0,118429.2556,172935.5261,Florida,95148.40164
915,66959.0,120345.9057,197976.6125,Florida,106235.395
916,64124.0,119927.22,192506.4723,New York,103813.479
917,100306.0,125270.7426,262319.7401,California,134723.4494
918,146708.0,132123.6013,351852.5258,Florida,174364.2776
919,39202.0,116246.6255,144419.4052,New York,82522.82946000001
920,19561.0,113345.9532,106522.0421,Florida,65743.69265
921,55658.0,118676.9226,176171.3022,New York,96581.04826
922,24723.0,114108.3008,116482.1352,Florida,70153.5447
923,52176.0,118162.6849,169452.7737,New York,93606.40571
924,120402.0,128238.6114,301095.027,California,151891.2888
925,35429.0,115689.4117,137139.3914,Florida,79299.58812
926,40408.0,116424.7331,146746.3855,California,83553.10486
927,13599.0,112465.4579,95018.34682,New York,60650.40749
928,86851.0,123283.6469,236358.2809,Florida,123228.959
929,4037.0,111053.2981,76568.4417,California,52481.67341
930,131611.0,129894.0076,322722.8231,New York,161467.0408
931,68653.0,120596.0834,201245.1902,California,107682.5646
932,107094.0,126273.2253,275417.2046,California,140522.3792
933,62140.0,119634.2139,188678.3389,Florida,102118.5649
934,9494.0,111859.2128,87097.73811,California,57143.54142
935,128989.0,129506.7787,317663.6669,New York,159227.0888
936,134194.0,130275.4768,327706.7286,California,163673.6754
937,126960.0,129207.1267,313748.7059,New York,157493.7316
938,49855.0,117819.9091,164974.3978,Florida,91623.59544
939,127494.0,129285.9903,314779.0603,California,157949.9232
940,53778.0,118399.2756,172543.837,New York,94974.98049
941,116989.0,127734.564,294509.6342,California,148975.5923
942,128157.0,129383.9051,316058.3207,New York,158516.3184
943,72165.0,121114.7515,208021.6037,California,110682.8359
944,114314.0,127339.5078,289348.2144,Florida,146690.3629
945,11205.0,112111.901,90399.11727999999,New York,58605.23395
946,83554.0,122796.7309,229996.7104,Florida,120412.3603
947,131981.0,129948.6509,323436.7391,New York,161783.1286
948,32137.0,115203.2341,130787.4684,California,76487.26092999999
949,54016.0,118434.4245,173003.0587,Florida,95178.30183
950,64613.0,119999.4378,193449.9991,New York,104231.2275
951,11624.0,112173.7809,91207.57892,California,58963.18204
952,31587.0,115122.0076,129726.2419,Florida,76017.40067999999
953,12608.0,112319.1025,93106.20961,California,59803.80475
954,94359.0,124392.4625,250844.9874,Florida,129642.9786
955,2307.0,110797.8039,73230.40198,California,51003.74933
956,33161.0,115354.4631,132763.2792,Florida,77362.05529
957,159746.0,134049.1125,377009.3824,New York,185502.5285
958,154187.0,133228.1341,366283.2767,California,180753.5228
959,144520.0,131800.4675,347630.7738,New York,172495.0881
960,106777.0,126226.4093,274805.5523,Florida,140251.5689
961,16459.0,112887.8357,100536.7246,New York,63093.68082
962,143258.0,131614.0896,345195.7414,California,171416.9724
963,73490.0,121310.4336,210578.1949,New York,111814.772
964,87369.0,123360.1475,237357.7633,Florida,123671.4819
965,51353.0,118041.1406,167864.7929,Florida,92903.32391
966,66049.0,120211.5128,196220.765,New York,105457.9899
967,29723.0,114846.7236,126129.6488,California,74425.00156
968,146120.0,132036.7628,350717.9782,Florida,173861.9543
969,15440.0,112737.3451,98570.56134,New York,62223.15791
970,13856.0,112503.4128,95514.22902,Florida,60869.96038
971,71829.0,121065.1295,207373.2908,New York,110395.79400000001
972,131154.0,129826.5157,321841.0403,Florida,161076.6296
973,68679.0,120599.9232,201295.3572,New York,107704.7762
974,108056.0,126415.2979,277273.3863,California,141344.2075
975,140149.0,131154.9383,339196.9174,Florida,168760.9805
976,56850.0,118852.9626,178471.2694,California,97599.36357999999
977,47438.0,117462.9555,160310.7897,New York,89558.7732
978,58867.0,119150.8423,182363.0764,Florida,99322.46927
979,12914.0,112364.2939,93696.63743999999,California,60065.21791
980,62574.0,119698.3089,189515.7431,New York,102489.3274
981,53106.0,118300.0316,171247.2112,California,94400.89669
982,123537.0,128701.6025,307144.018,California,154569.4922
983,48901.0,117679.01800000001,163133.6522,Florida,90808.60147000001
984,105143.0,125985.0928,271652.7448,California,138855.6568
985,63615.0,119852.0486,191524.3554,New York,103378.6447
986,100405.0,125285.3634,262510.7609,California,134808.0242
987,41289.0,116554.8432,148446.2774,New York,84305.73556
988,39970.0,116360.0473,145901.2633,Florida,83178.92524
989,43532.0,116886.0996,152774.1521,Florida,86221.9111
990,136133.0,130561.8371,331448.0344,California,165330.1463
991,131106.0,129819.4269,321748.4242,New York,161035.6236
992,105127.0,125982.7298,271621.8728,Florida,138841.9881
993,46798.0,117368.4374,159075.908,California,89012.02672000001
994,97209.0,124813.3635,256344.0701,New York,132077.709
995,54135.0,118451.99900000001,173232.6695,California,95279.96251
996,134970.0,130390.08,329204.0228,California,164336.6055
997,100275.47,241926.31,227142.82,California,413956.48
998,128456.23,321652.14,281692.32,California,333962.19
